epoch 0, training loss (NLL) 274.5629, training kl divergence 5.8533, valid error 205.7958, time 0.61  ***
epoch 283, training loss (NLL) 90.0473, training kl divergence 18.4881, valid error 91.7152, time 0.56 
epoch 284, training loss (NLL) 89.9656, training kl divergence 18.5040, valid error 91.7398, time 0.55 
epoch 285, training loss (NLL) 89.9958, training kl divergence 18.5213, valid error 91.6813, time 0.56 
epoch 286, training loss (NLL) 89.9776, training kl divergence 18.5244, valid error 91.7377, time 0.56 
epoch 287, training loss (NLL) 90.0047, training kl divergence 18.5500, valid error 91.7699, time 0.56 
epoch 288, training loss (NLL) 89.8716, training kl divergence 18.5344, valid error 91.7544, time 0.56 
epoch 289, training loss (NLL) 89.9451, training kl divergence 18.5480, valid error 91.6221, time 0.55  ***
epoch 290, training loss (NLL) 89.8795, training kl divergence 18.5568, valid error 91.7510, time 0.58 
epoch 291, training loss (NLL) 89.7977, training kl divergence 18.5605, valid error 91.4774, time 0.56  ***
epoch 292, training loss (NLL) 89.7531, training kl divergence 18.5638, valid error 91.5824, time 0.59 
epoch 293, training loss (NLL) 89.7161, training kl divergence 18.5584, valid error 91.4262, time 0.60  ***
epoch 294, training loss (NLL) 89.7587, training kl divergence 18.5853, valid error 91.5181, time 0.57 
epoch 295, training loss (NLL) 89.6673, training kl divergence 18.5869, valid error 91.2508, time 0.56  ***
epoch 296, training loss (NLL) 89.6544, training kl divergence 18.6074, valid error 91.2188, time 0.58  ***
epoch 297, training loss (NLL) 89.5843, training kl divergence 18.6030, valid error 91.2878, time 0.55 
epoch 298, training loss (NLL) 89.6732, training kl divergence 18.6128, valid error 91.4183, time 0.56 
epoch 299, training loss (NLL) 89.5456, training kl divergence 18.6202, valid error 91.1119, time 0.55  ***
epoch 300, training loss (NLL) 89.5190, training kl divergence 18.6178, valid error 91.0645, time 0.56  ***
epoch 301, training loss (NLL) 89.5093, training kl divergence 18.6294, valid error 90.8733, time 0.57  ***
epoch 302, training loss (NLL) 89.5034, training kl divergence 18.6591, valid error 90.9984, time 0.63 
epoch 303, training loss (NLL) 89.4943, training kl divergence 18.6708, valid error 91.3687, time 0.57 
epoch 304, training loss (NLL) 89.4235, training kl divergence 18.6487, valid error 91.1730, time 0.58 
epoch 305, training loss (NLL) 89.4278, training kl divergence 18.6793, valid error 91.2400, time 0.57 
epoch 306, training loss (NLL) 89.3793, training kl divergence 18.6812, valid error 90.9188, time 0.57 
epoch 307, training loss (NLL) 89.3274, training kl divergence 18.6944, valid error 91.0931, time 0.57 
epoch 308, training loss (NLL) 89.2858, training kl divergence 18.6972, valid error 91.1659, time 0.57 
epoch 309, training loss (NLL) 89.2935, training kl divergence 18.7212, valid error 90.8607, time 0.56  ***
epoch 310, training loss (NLL) 89.2289, training kl divergence 18.7084, valid error 90.7933, time 0.55  ***
epoch 311, training loss (NLL) 89.2223, training kl divergence 18.7145, valid error 90.7375, time 0.56  ***
epoch 312, training loss (NLL) 89.2206, training kl divergence 18.7424, valid error 91.1243, time 0.57 
epoch 313, training loss (NLL) 89.1986, training kl divergence 18.7588, valid error 91.4810, time 0.56 
epoch 314, training loss (NLL) 89.2001, training kl divergence 18.7482, valid error 90.8843, time 0.57 
epoch 315, training loss (NLL) 89.1413, training kl divergence 18.7524, valid error 91.0150, time 0.57 
epoch 316, training loss (NLL) 89.1127, training kl divergence 18.7681, valid error 90.9634, time 0.56 
epoch 317, training loss (NLL) 89.0519, training kl divergence 18.7609, valid error 90.6247, time 0.54  ***
epoch 318, training loss (NLL) 89.1252, training kl divergence 18.7809, valid error 90.4691, time 0.55  ***
epoch 319, training loss (NLL) 88.9813, training kl divergence 18.7890, valid error 90.7782, time 0.55 
epoch 320, training loss (NLL) 89.0971, training kl divergence 18.8066, valid error 90.7923, time 0.56 
epoch 321, training loss (NLL) 89.0003, training kl divergence 18.8018, valid error 90.7938, time 0.57 
epoch 322, training loss (NLL) 89.0065, training kl divergence 18.7961, valid error 90.8503, time 0.55 
epoch 323, training loss (NLL) 88.9579, training kl divergence 18.8044, valid error 90.9021, time 0.55 
epoch 324, training loss (NLL) 88.8751, training kl divergence 18.8261, valid error 90.5850, time 0.58 
epoch 325, training loss (NLL) 88.9075, training kl divergence 18.8378, valid error 90.7127, time 0.57 
epoch 326, training loss (NLL) 88.9025, training kl divergence 18.8467, valid error 90.5449, time 0.55 
epoch 327, training loss (NLL) 88.8737, training kl divergence 18.8545, valid error 90.7000, time 0.55 
epoch 328, training loss (NLL) 88.8427, training kl divergence 18.8579, valid error 90.8709, time 0.55 
epoch 329, training loss (NLL) 88.7975, training kl divergence 18.8597, valid error 90.5735, time 0.56 
epoch 330, training loss (NLL) 88.7748, training kl divergence 18.8579, valid error 90.6553, time 0.56 
epoch 331, training loss (NLL) 88.7684, training kl divergence 18.8640, valid error 90.6878, time 0.60 
epoch 332, training loss (NLL) 88.7629, training kl divergence 18.8809, valid error 90.4725, time 0.56 
epoch 333, training loss (NLL) 88.7066, training kl divergence 18.8708, valid error 90.6057, time 0.58 
epoch 334, training loss (NLL) 88.6833, training kl divergence 18.8767, valid error 90.5571, time 0.57 
epoch 335, training loss (NLL) 88.7101, training kl divergence 18.8819, valid error 90.5311, time 0.56 
epoch 336, training loss (NLL) 88.7089, training kl divergence 18.9107, valid error 90.3959, time 0.58  ***
epoch 337, training loss (NLL) 88.6089, training kl divergence 18.8997, valid error 90.7624, time 0.58 
epoch 338, training loss (NLL) 88.5770, training kl divergence 18.9011, valid error 90.4020, time 0.56 
epoch 339, training loss (NLL) 88.5604, training kl divergence 18.9168, valid error 90.7856, time 0.55 
epoch 340, training loss (NLL) 88.5999, training kl divergence 18.9320, valid error 90.3258, time 0.59  ***
epoch 341, training loss (NLL) 88.5321, training kl divergence 18.9412, valid error 90.5276, time 0.55 
epoch 342, training loss (NLL) 88.5570, training kl divergence 18.9314, valid error 90.3516, time 0.57 
epoch 343, training loss (NLL) 88.5231, training kl divergence 18.9274, valid error 90.2879, time 0.58  ***
epoch 344, training loss (NLL) 88.4746, training kl divergence 18.9483, valid error 90.1208, time 0.57  ***
epoch 345, training loss (NLL) 88.4354, training kl divergence 18.9462, valid error 90.4262, time 0.56 
epoch 346, training loss (NLL) 88.4566, training kl divergence 18.9597, valid error 90.1330, time 0.55 
epoch 347, training loss (NLL) 88.3531, training kl divergence 18.9734, valid error 90.0110, time 0.57  ***
epoch 348, training loss (NLL) 88.3890, training kl divergence 18.9729, valid error 90.0653, time 0.57 
epoch 349, training loss (NLL) 88.3785, training kl divergence 18.9781, valid error 90.3496, time 0.54 
epoch 350, training loss (NLL) 88.3838, training kl divergence 18.9835, valid error 89.9890, time 0.56  ***
epoch 351, training loss (NLL) 88.3732, training kl divergence 19.0044, valid error 89.8769, time 0.57  ***
epoch 352, training loss (NLL) 88.3110, training kl divergence 19.0013, valid error 90.3168, time 0.57 
epoch 353, training loss (NLL) 88.2445, training kl divergence 19.0025, valid error 90.0754, time 0.57 
epoch 354, training loss (NLL) 88.2217, training kl divergence 19.0159, valid error 90.2742, time 0.57 
epoch 355, training loss (NLL) 88.2758, training kl divergence 19.0292, valid error 90.2026, time 0.58 
epoch 356, training loss (NLL) 88.2306, training kl divergence 19.0247, valid error 90.2510, time 0.55 
epoch 357, training loss (NLL) 88.2062, training kl divergence 19.0375, valid error 89.8847, time 0.57 
epoch 358, training loss (NLL) 88.1897, training kl divergence 19.0368, valid error 90.1483, time 0.55 
epoch 359, training loss (NLL) 88.1577, training kl divergence 19.0328, valid error 90.1570, time 0.57 
epoch 360, training loss (NLL) 88.1479, training kl divergence 19.0585, valid error 90.2609, time 0.58 
epoch 361, training loss (NLL) 88.1103, training kl divergence 19.0588, valid error 89.7513, time 0.58  ***
epoch 362, training loss (NLL) 88.0644, training kl divergence 19.0570, valid error 90.0265, time 0.57 
epoch 363, training loss (NLL) 88.0541, training kl divergence 19.0703, valid error 89.8917, time 0.57 
epoch 364, training loss (NLL) 87.9915, training kl divergence 19.0740, valid error 89.7115, time 0.58  ***
epoch 365, training loss (NLL) 88.0563, training kl divergence 19.0841, valid error 89.7437, time 0.57 
epoch 366, training loss (NLL) 88.0259, training kl divergence 19.0859, valid error 89.8791, time 0.58 
epoch 367, training loss (NLL) 88.0229, training kl divergence 19.0967, valid error 89.6161, time 0.59  ***
epoch 368, training loss (NLL) 88.0327, training kl divergence 19.1080, valid error 89.7731, time 0.58 
epoch 369, training loss (NLL) 87.9732, training kl divergence 19.0965, valid error 89.7637, time 0.57 
epoch 370, training loss (NLL) 87.9494, training kl divergence 19.1060, valid error 89.6142, time 0.57  ***
epoch 371, training loss (NLL) 87.8853, training kl divergence 19.1081, valid error 89.8437, time 0.56 
epoch 372, training loss (NLL) 87.9153, training kl divergence 19.1269, valid error 89.6365, time 0.55 
epoch 373, training loss (NLL) 87.8994, training kl divergence 19.1275, valid error 89.6332, time 0.55 
epoch 374, training loss (NLL) 87.8099, training kl divergence 19.1380, valid error 89.5513, time 0.54  ***
epoch 375, training loss (NLL) 87.8642, training kl divergence 19.1345, valid error 89.8144, time 0.56 
epoch 376, training loss (NLL) 87.8272, training kl divergence 19.1368, valid error 89.7840, time 0.53 
epoch 377, training loss (NLL) 87.9150, training kl divergence 19.1532, valid error 89.5147, time 0.54  ***
epoch 378, training loss (NLL) 87.8190, training kl divergence 19.1499, valid error 89.4155, time 0.56  ***
epoch 379, training loss (NLL) 87.8090, training kl divergence 19.1556, valid error 89.5833, time 0.55 
epoch 380, training loss (NLL) 87.7540, training kl divergence 19.1551, valid error 89.7455, time 0.56 
epoch 381, training loss (NLL) 87.7921, training kl divergence 19.1626, valid error 89.5289, time 0.57 
epoch 382, training loss (NLL) 87.7405, training kl divergence 19.1745, valid error 89.6764, time 0.58 
epoch 383, training loss (NLL) 87.6861, training kl divergence 19.1572, valid error 89.4558, time 0.58 
epoch 384, training loss (NLL) 87.7104, training kl divergence 19.1788, valid error 89.7464, time 0.58 
epoch 385, training loss (NLL) 87.7086, training kl divergence 19.1890, valid error 89.3471, time 0.57  ***
epoch 386, training loss (NLL) 87.6146, training kl divergence 19.2007, valid error 89.3176, time 0.57  ***
epoch 387, training loss (NLL) 87.6524, training kl divergence 19.1994, valid error 89.5924, time 0.56 
epoch 388, training loss (NLL) 87.6653, training kl divergence 19.1908, valid error 89.2031, time 0.54  ***
epoch 389, training loss (NLL) 87.6339, training kl divergence 19.2171, valid error 89.3192, time 0.56 
epoch 390, training loss (NLL) 87.5518, training kl divergence 19.2128, valid error 89.4400, time 0.53 
epoch 391, training loss (NLL) 87.6186, training kl divergence 19.2315, valid error 89.4983, time 0.53 
epoch 392, training loss (NLL) 87.5520, training kl divergence 19.2203, valid error 89.2441, time 0.53 
epoch 393, training loss (NLL) 87.5886, training kl divergence 19.2325, valid error 89.5639, time 0.53 
epoch 394, training loss (NLL) 87.4640, training kl divergence 19.2241, valid error 89.3130, time 0.54 
epoch 395, training loss (NLL) 87.4412, training kl divergence 19.2410, valid error 89.2750, time 0.54 
epoch 396, training loss (NLL) 87.4399, training kl divergence 19.2466, valid error 89.5348, time 0.55 
epoch 397, training loss (NLL) 87.4233, training kl divergence 19.2593, valid error 89.3598, time 0.58 
epoch 398, training loss (NLL) 87.4124, training kl divergence 19.2495, valid error 89.2703, time 0.57 
epoch 399, training loss (NLL) 87.4221, training kl divergence 19.2714, valid error 89.4282, time 0.56 
epoch 400, training loss (NLL) 87.4009, training kl divergence 19.2654, valid error 89.2348, time 0.55 
epoch 401, training loss (NLL) 87.4384, training kl divergence 19.2877, valid error 89.2160, time 0.54 
epoch 402, training loss (NLL) 87.3859, training kl divergence 19.2792, valid error 89.1838, time 0.54  ***
epoch 403, training loss (NLL) 87.3506, training kl divergence 19.2698, valid error 89.2450, time 0.66 
epoch 404, training loss (NLL) 87.3667, training kl divergence 19.2782, valid error 89.3515, time 0.54 
epoch 405, training loss (NLL) 87.3394, training kl divergence 19.2900, valid error 89.2479, time 0.55 
epoch 406, training loss (NLL) 87.3020, training kl divergence 19.2893, valid error 89.3745, time 0.67 
epoch 407, training loss (NLL) 87.3050, training kl divergence 19.2785, valid error 89.2538, time 0.66 
epoch 408, training loss (NLL) 87.2892, training kl divergence 19.2984, valid error 89.2805, time 0.66 
epoch 409, training loss (NLL) 87.2848, training kl divergence 19.3048, valid error 88.9516, time 0.60  ***
epoch 410, training loss (NLL) 87.3128, training kl divergence 19.3145, valid error 89.0817, time 0.54 
epoch 411, training loss (NLL) 87.2439, training kl divergence 19.3305, valid error 89.5838, time 0.61 
epoch 412, training loss (NLL) 87.2129, training kl divergence 19.3404, valid error 88.9523, time 0.57 
epoch 413, training loss (NLL) 87.1748, training kl divergence 19.3240, valid error 89.2239, time 0.57 
epoch 414, training loss (NLL) 87.1755, training kl divergence 19.3356, valid error 89.1732, time 0.58 
epoch 415, training loss (NLL) 87.2024, training kl divergence 19.3307, valid error 88.8830, time 0.54  ***
epoch 416, training loss (NLL) 87.1484, training kl divergence 19.3338, valid error 88.8823, time 0.53  ***
epoch 417, training loss (NLL) 87.1585, training kl divergence 19.3392, valid error 88.6826, time 0.55  ***
epoch 418, training loss (NLL) 87.1166, training kl divergence 19.3456, valid error 88.8361, time 0.54 
epoch 419, training loss (NLL) 87.1637, training kl divergence 19.3390, valid error 89.2249, time 0.54 
epoch 420, training loss (NLL) 87.0508, training kl divergence 19.3553, valid error 88.9330, time 0.55 
epoch 421, training loss (NLL) 87.0793, training kl divergence 19.3630, valid error 88.8539, time 0.58 
epoch 422, training loss (NLL) 87.0536, training kl divergence 19.3676, valid error 88.8938, time 0.60 
epoch 423, training loss (NLL) 87.0554, training kl divergence 19.3690, valid error 88.8833, time 0.57 
epoch 424, training loss (NLL) 87.0941, training kl divergence 19.3647, valid error 88.8919, time 0.57 
epoch 425, training loss (NLL) 87.0198, training kl divergence 19.3735, valid error 88.8559, time 0.58 
epoch 426, training loss (NLL) 86.9949, training kl divergence 19.3913, valid error 88.8469, time 0.59 
epoch 427, training loss (NLL) 87.0157, training kl divergence 19.3951, valid error 88.7978, time 0.61 
epoch 428, training loss (NLL) 86.9850, training kl divergence 19.3898, valid error 88.8950, time 0.56 
epoch 429, training loss (NLL) 86.9827, training kl divergence 19.3935, valid error 88.7167, time 0.54 
epoch 430, training loss (NLL) 87.0041, training kl divergence 19.4085, valid error 89.0084, time 0.54 
epoch 431, training loss (NLL) 86.9473, training kl divergence 19.3965, valid error 88.8290, time 0.59 
epoch 432, training loss (NLL) 86.9056, training kl divergence 19.4101, valid error 89.0102, time 0.59 
epoch 433, training loss (NLL) 86.9476, training kl divergence 19.4140, valid error 88.7391, time 0.59 
epoch 434, training loss (NLL) 86.8460, training kl divergence 19.4093, valid error 88.7777, time 0.57 
epoch 435, training loss (NLL) 86.8569, training kl divergence 19.4103, valid error 89.1020, time 0.57 
epoch 436, training loss (NLL) 86.9454, training kl divergence 19.4175, valid error 88.8857, time 0.55 
epoch 437, training loss (NLL) 86.8679, training kl divergence 19.4143, valid error 88.5872, time 0.54  ***
epoch 438, training loss (NLL) 86.8076, training kl divergence 19.4180, valid error 88.6990, time 0.53 
epoch 439, training loss (NLL) 86.8712, training kl divergence 19.4239, valid error 88.6627, time 0.54 
epoch 440, training loss (NLL) 86.8610, training kl divergence 19.4304, valid error 88.8672, time 0.54 
epoch 441, training loss (NLL) 86.7893, training kl divergence 19.4387, valid error 88.6366, time 0.53 
epoch 442, training loss (NLL) 86.7791, training kl divergence 19.4359, valid error 88.7027, time 0.53 
epoch 443, training loss (NLL) 86.7825, training kl divergence 19.4426, valid error 88.7912, time 0.53 
epoch 444, training loss (NLL) 86.7282, training kl divergence 19.4633, valid error 88.6778, time 0.53 
epoch 445, training loss (NLL) 86.7656, training kl divergence 19.4550, valid error 88.7486, time 0.54 
epoch 446, training loss (NLL) 86.7013, training kl divergence 19.4691, valid error 88.7946, time 0.54 
epoch 447, training loss (NLL) 86.7814, training kl divergence 19.4684, valid error 88.5231, time 0.54  ***
epoch 448, training loss (NLL) 86.7448, training kl divergence 19.4767, valid error 88.6390, time 0.53 
epoch 449, training loss (NLL) 86.6838, training kl divergence 19.4769, valid error 88.5376, time 0.54 
epoch 450, training loss (NLL) 86.6746, training kl divergence 19.4762, valid error 88.5045, time 0.53  ***
epoch 451, training loss (NLL) 86.6656, training kl divergence 19.4822, valid error 88.4686, time 0.54  ***
epoch 452, training loss (NLL) 86.6758, training kl divergence 19.5114, valid error 88.6533, time 0.53 
epoch 453, training loss (NLL) 86.6329, training kl divergence 19.4921, valid error 88.7468, time 0.54 
epoch 454, training loss (NLL) 86.6086, training kl divergence 19.4918, valid error 88.7486, time 0.54 
epoch 455, training loss (NLL) 86.6133, training kl divergence 19.5121, valid error 88.7342, time 0.54 
epoch 456, training loss (NLL) 86.6199, training kl divergence 19.5085, valid error 88.6063, time 0.53 
epoch 457, training loss (NLL) 86.5932, training kl divergence 19.5230, valid error 88.4322, time 0.54  ***
epoch 458, training loss (NLL) 86.5963, training kl divergence 19.5229, valid error 88.5119, time 0.53 
epoch 459, training loss (NLL) 86.6123, training kl divergence 19.5126, valid error 88.6425, time 0.53 
epoch 460, training loss (NLL) 86.5987, training kl divergence 19.5173, valid error 88.4258, time 0.53  ***
epoch 461, training loss (NLL) 86.5258, training kl divergence 19.5179, valid error 88.6159, time 0.54 
epoch 462, training loss (NLL) 86.4616, training kl divergence 19.5292, valid error 88.6079, time 0.53 
epoch 463, training loss (NLL) 86.4859, training kl divergence 19.5295, valid error 88.5481, time 0.54 
epoch 464, training loss (NLL) 86.4781, training kl divergence 19.5274, valid error 88.4545, time 0.54 
epoch 465, training loss (NLL) 86.4959, training kl divergence 19.5524, valid error 88.2823, time 0.54  ***
epoch 466, training loss (NLL) 86.4308, training kl divergence 19.5396, valid error 88.4402, time 0.53 
epoch 467, training loss (NLL) 86.4266, training kl divergence 19.5486, valid error 88.2880, time 0.53 
epoch 468, training loss (NLL) 86.4603, training kl divergence 19.5586, valid error 88.1752, time 0.53  ***
epoch 469, training loss (NLL) 86.3775, training kl divergence 19.5570, valid error 88.3979, time 0.53 
epoch 470, training loss (NLL) 86.3990, training kl divergence 19.5770, valid error 88.2833, time 0.53 
epoch 471, training loss (NLL) 86.4036, training kl divergence 19.5552, valid error 88.3841, time 0.53 
epoch 472, training loss (NLL) 86.3378, training kl divergence 19.5653, valid error 88.1545, time 0.54  ***
epoch 473, training loss (NLL) 86.3690, training kl divergence 19.5664, valid error 88.3194, time 0.54 
epoch 474, training loss (NLL) 86.3341, training kl divergence 19.5699, valid error 88.5884, time 0.54 
epoch 475, training loss (NLL) 86.3471, training kl divergence 19.5867, valid error 88.7106, time 0.54 
epoch 476, training loss (NLL) 86.2831, training kl divergence 19.5869, valid error 88.5490, time 0.53 
epoch 477, training loss (NLL) 86.3181, training kl divergence 19.5845, valid error 88.2324, time 0.53 
epoch 478, training loss (NLL) 86.3108, training kl divergence 19.5998, valid error 88.3891, time 0.59 
epoch 479, training loss (NLL) 86.3037, training kl divergence 19.6044, valid error 88.3509, time 0.54 
epoch 480, training loss (NLL) 86.2722, training kl divergence 19.6078, valid error 88.3255, time 0.56 
epoch 481, training loss (NLL) 86.2585, training kl divergence 19.5883, valid error 88.2318, time 0.58 
epoch 482, training loss (NLL) 86.1990, training kl divergence 19.6023, valid error 88.4586, time 0.57 
epoch 483, training loss (NLL) 86.2402, training kl divergence 19.5943, valid error 88.5528, time 0.56 
epoch 484, training loss (NLL) 86.2716, training kl divergence 19.6235, valid error 88.0557, time 0.56  ***
epoch 485, training loss (NLL) 86.1898, training kl divergence 19.6209, valid error 88.1272, time 0.56 
epoch 486, training loss (NLL) 86.2439, training kl divergence 19.6305, valid error 87.9682, time 0.55  ***
epoch 487, training loss (NLL) 86.1696, training kl divergence 19.6271, valid error 88.0124, time 0.55 
epoch 488, training loss (NLL) 86.1813, training kl divergence 19.6392, valid error 88.2427, time 0.61 
epoch 489, training loss (NLL) 86.1316, training kl divergence 19.6285, valid error 88.0377, time 0.57 
epoch 490, training loss (NLL) 86.1674, training kl divergence 19.6462, valid error 88.2300, time 0.57 
epoch 491, training loss (NLL) 86.1566, training kl divergence 19.6345, valid error 88.0031, time 0.57 
epoch 492, training loss (NLL) 86.1234, training kl divergence 19.6532, valid error 88.3548, time 0.57 
epoch 493, training loss (NLL) 86.1092, training kl divergence 19.6477, valid error 88.3013, time 0.57 
epoch 494, training loss (NLL) 86.0832, training kl divergence 19.6366, valid error 88.3297, time 0.57 
epoch 495, training loss (NLL) 86.0291, training kl divergence 19.6457, valid error 88.4016, time 0.57 
epoch 496, training loss (NLL) 86.0733, training kl divergence 19.6579, valid error 88.0934, time 0.57 
epoch 497, training loss (NLL) 86.1041, training kl divergence 19.6806, valid error 88.2205, time 0.58 
epoch 498, training loss (NLL) 86.0617, training kl divergence 19.6859, valid error 87.9096, time 0.61  ***
epoch 499, training loss (NLL) 86.0617, training kl divergence 19.6904, valid error 88.1283, time 0.61 
Done! best epoch 498, best valid error 87.9096, test error 87.6349, training time 298.55m
