epoch 0, (supervised training loss (NLL) 234.0917, unsupervised training loss (NLL) 234.4968), (supervised training kl-div 9.7108, unsupervised training kl-div 9.6066), valid error 34.20% (1,710), time 1.86  ***
epoch 1, (supervised training loss (NLL) 200.9810, unsupervised training loss (NLL) 200.8083), (supervised training kl-div 5.5829, unsupervised training kl-div 5.6122), valid error 32.16% (1,608), time 1.81  ***
epoch 2, (supervised training loss (NLL) 175.9954, unsupervised training loss (NLL) 176.1482), (supervised training kl-div 6.9879, unsupervised training kl-div 7.0221), valid error 21.04% (1,052), time 1.83  ***
epoch 3, (supervised training loss (NLL) 149.6746, unsupervised training loss (NLL) 149.9839), (supervised training kl-div 10.0682, unsupervised training kl-div 10.0936), valid error 17.82% (891), time 1.88  ***
epoch 146, (supervised training loss (NLL) 74.0523, unsupervised training loss (NLL) 77.1163), (supervised training kl-div 22.3502, unsupervised training kl-div 22.1436), valid error 3.52% (176), time 2.10 
epoch 147, (supervised training loss (NLL) 73.9235, unsupervised training loss (NLL) 77.1028), (supervised training kl-div 22.3094, unsupervised training kl-div 22.0977), valid error 3.38% (169), time 2.12 
epoch 148, (supervised training loss (NLL) 73.9876, unsupervised training loss (NLL) 77.1077), (supervised training kl-div 22.2901, unsupervised training kl-div 22.0814), valid error 3.36% (168), time 2.11 
epoch 149, (supervised training loss (NLL) 73.9601, unsupervised training loss (NLL) 77.0431), (supervised training kl-div 22.3330, unsupervised training kl-div 22.1210), valid error 3.36% (168), time 2.10 
epoch 150, (supervised training loss (NLL) 73.8700, unsupervised training loss (NLL) 77.0792), (supervised training kl-div 22.3185, unsupervised training kl-div 22.1113), valid error 3.40% (170), time 2.07 
epoch 151, (supervised training loss (NLL) 73.8642, unsupervised training loss (NLL) 77.1013), (supervised training kl-div 22.2576, unsupervised training kl-div 22.0451), valid error 3.40% (170), time 2.10 
epoch 152, (supervised training loss (NLL) 73.8457, unsupervised training loss (NLL) 77.0458), (supervised training kl-div 22.2838, unsupervised training kl-div 22.0705), valid error 3.44% (172), time 1.89 
epoch 153, (supervised training loss (NLL) 73.8348, unsupervised training loss (NLL) 77.0419), (supervised training kl-div 22.3039, unsupervised training kl-div 22.1025), valid error 3.34% (167), time 1.84  ***
epoch 154, (supervised training loss (NLL) 73.8889, unsupervised training loss (NLL) 77.0112), (supervised training kl-div 22.2918, unsupervised training kl-div 22.0948), valid error 3.48% (174), time 1.84 
epoch 155, (supervised training loss (NLL) 73.7235, unsupervised training loss (NLL) 77.0248), (supervised training kl-div 22.2920, unsupervised training kl-div 22.0765), valid error 3.40% (170), time 1.98 
epoch 156, (supervised training loss (NLL) 73.6978, unsupervised training loss (NLL) 77.0343), (supervised training kl-div 22.2650, unsupervised training kl-div 22.0606), valid error 3.38% (169), time 2.00 
epoch 157, (supervised training loss (NLL) 73.7172, unsupervised training loss (NLL) 77.0067), (supervised training kl-div 22.2506, unsupervised training kl-div 22.0354), valid error 3.38% (169), time 1.82 
epoch 158, (supervised training loss (NLL) 73.7837, unsupervised training loss (NLL) 76.9776), (supervised training kl-div 22.2898, unsupervised training kl-div 22.0823), valid error 3.54% (177), time 1.77 
epoch 159, (supervised training loss (NLL) 73.7816, unsupervised training loss (NLL) 76.9532), (supervised training kl-div 22.2496, unsupervised training kl-div 22.0369), valid error 3.42% (171), time 1.77 
epoch 160, (supervised training loss (NLL) 73.7468, unsupervised training loss (NLL) 76.9189), (supervised training kl-div 22.2386, unsupervised training kl-div 22.0370), valid error 3.38% (169), time 1.80 
epoch 161, (supervised training loss (NLL) 73.6715, unsupervised training loss (NLL) 76.9579), (supervised training kl-div 22.2405, unsupervised training kl-div 22.0323), valid error 3.54% (177), time 1.78 
epoch 162, (supervised training loss (NLL) 73.6215, unsupervised training loss (NLL) 76.9067), (supervised training kl-div 22.2754, unsupervised training kl-div 22.0649), valid error 3.66% (183), time 1.78 
epoch 163, (supervised training loss (NLL) 73.7215, unsupervised training loss (NLL) 76.8757), (supervised training kl-div 22.2577, unsupervised training kl-div 22.0479), valid error 3.50% (175), time 1.78 
epoch 164, (supervised training loss (NLL) 73.6115, unsupervised training loss (NLL) 76.9310), (supervised training kl-div 22.2541, unsupervised training kl-div 22.0454), valid error 3.32% (166), time 1.77  ***
epoch 165, (supervised training loss (NLL) 73.5640, unsupervised training loss (NLL) 76.8973), (supervised training kl-div 22.2405, unsupervised training kl-div 22.0317), valid error 3.44% (172), time 1.78 
epoch 166, (supervised training loss (NLL) 73.5647, unsupervised training loss (NLL) 76.8815), (supervised training kl-div 22.2236, unsupervised training kl-div 22.0170), valid error 3.28% (164), time 1.87  ***
epoch 167, (supervised training loss (NLL) 73.5186, unsupervised training loss (NLL) 76.8591), (supervised training kl-div 22.2471, unsupervised training kl-div 22.0386), valid error 3.46% (173), time 1.79 
epoch 168, (supervised training loss (NLL) 73.4507, unsupervised training loss (NLL) 76.8960), (supervised training kl-div 22.2158, unsupervised training kl-div 21.9895), valid error 3.40% (170), time 1.80 
epoch 169, (supervised training loss (NLL) 73.5102, unsupervised training loss (NLL) 76.8313), (supervised training kl-div 22.1914, unsupervised training kl-div 22.0035), valid error 3.38% (169), time 1.80 
epoch 170, (supervised training loss (NLL) 73.5798, unsupervised training loss (NLL) 76.8014), (supervised training kl-div 22.2217, unsupervised training kl-div 22.0198), valid error 3.46% (173), time 1.86 
epoch 171, (supervised training loss (NLL) 73.5097, unsupervised training loss (NLL) 76.8375), (supervised training kl-div 22.2408, unsupervised training kl-div 22.0210), valid error 3.46% (173), time 2.10 
epoch 172, (supervised training loss (NLL) 73.4468, unsupervised training loss (NLL) 76.8175), (supervised training kl-div 22.1895, unsupervised training kl-div 21.9796), valid error 3.28% (164), time 2.13 
epoch 173, (supervised training loss (NLL) 73.4737, unsupervised training loss (NLL) 76.7963), (supervised training kl-div 22.2463, unsupervised training kl-div 22.0254), valid error 3.32% (166), time 2.09 
epoch 174, (supervised training loss (NLL) 73.4174, unsupervised training loss (NLL) 76.7859), (supervised training kl-div 22.1878, unsupervised training kl-div 21.9820), valid error 3.48% (174), time 2.08 
epoch 175, (supervised training loss (NLL) 73.4177, unsupervised training loss (NLL) 76.7949), (supervised training kl-div 22.1911, unsupervised training kl-div 21.9700), valid error 3.54% (177), time 1.81 
epoch 176, (supervised training loss (NLL) 73.3258, unsupervised training loss (NLL) 76.7785), (supervised training kl-div 22.1881, unsupervised training kl-div 21.9725), valid error 3.34% (167), time 1.73 
epoch 177, (supervised training loss (NLL) 73.4002, unsupervised training loss (NLL) 76.7713), (supervised training kl-div 22.1744, unsupervised training kl-div 21.9587), valid error 3.32% (166), time 1.80 
epoch 178, (supervised training loss (NLL) 73.2735, unsupervised training loss (NLL) 76.7740), (supervised training kl-div 22.1973, unsupervised training kl-div 21.9670), valid error 3.52% (176), time 2.12 
epoch 179, (supervised training loss (NLL) 73.2825, unsupervised training loss (NLL) 76.7900), (supervised training kl-div 22.1872, unsupervised training kl-div 21.9622), valid error 3.42% (171), time 2.04 
epoch 180, (supervised training loss (NLL) 73.3407, unsupervised training loss (NLL) 76.7507), (supervised training kl-div 22.1950, unsupervised training kl-div 21.9765), valid error 3.30% (165), time 1.78 
epoch 181, (supervised training loss (NLL) 73.3486, unsupervised training loss (NLL) 76.7176), (supervised training kl-div 22.2267, unsupervised training kl-div 22.0078), valid error 3.32% (166), time 1.72 
epoch 182, (supervised training loss (NLL) 73.2786, unsupervised training loss (NLL) 76.6952), (supervised training kl-div 22.1859, unsupervised training kl-div 21.9611), valid error 3.34% (167), time 1.72 
epoch 183, (supervised training loss (NLL) 73.2660, unsupervised training loss (NLL) 76.7235), (supervised training kl-div 22.1762, unsupervised training kl-div 21.9545), valid error 3.38% (169), time 1.74 
epoch 184, (supervised training loss (NLL) 73.3344, unsupervised training loss (NLL) 76.6890), (supervised training kl-div 22.1494, unsupervised training kl-div 21.9414), valid error 3.36% (168), time 1.84 
epoch 185, (supervised training loss (NLL) 73.2202, unsupervised training loss (NLL) 76.7167), (supervised training kl-div 22.1628, unsupervised training kl-div 21.9357), valid error 3.42% (171), time 2.11 
epoch 186, (supervised training loss (NLL) 73.2906, unsupervised training loss (NLL) 76.6660), (supervised training kl-div 22.1857, unsupervised training kl-div 21.9561), valid error 3.46% (173), time 2.05 
epoch 187, (supervised training loss (NLL) 73.1584, unsupervised training loss (NLL) 76.6883), (supervised training kl-div 22.1787, unsupervised training kl-div 21.9513), valid error 3.44% (172), time 1.72 
epoch 188, (supervised training loss (NLL) 73.2957, unsupervised training loss (NLL) 76.6169), (supervised training kl-div 22.1539, unsupervised training kl-div 21.9345), valid error 3.50% (175), time 1.80 
epoch 189, (supervised training loss (NLL) 73.2254, unsupervised training loss (NLL) 76.6426), (supervised training kl-div 22.1988, unsupervised training kl-div 21.9800), valid error 3.58% (179), time 2.07 
epoch 190, (supervised training loss (NLL) 73.1995, unsupervised training loss (NLL) 76.6373), (supervised training kl-div 22.1440, unsupervised training kl-div 21.9145), valid error 3.34% (167), time 2.10 
epoch 191, (supervised training loss (NLL) 73.1801, unsupervised training loss (NLL) 76.6360), (supervised training kl-div 22.1565, unsupervised training kl-div 21.9376), valid error 3.40% (170), time 2.08 
epoch 192, (supervised training loss (NLL) 73.0596, unsupervised training loss (NLL) 76.6461), (supervised training kl-div 22.1280, unsupervised training kl-div 21.8955), valid error 3.52% (176), time 1.93 
epoch 193, (supervised training loss (NLL) 73.1183, unsupervised training loss (NLL) 76.6687), (supervised training kl-div 22.1150, unsupervised training kl-div 21.8937), valid error 3.44% (172), time 2.09 
epoch 194, (supervised training loss (NLL) 73.1065, unsupervised training loss (NLL) 76.6397), (supervised training kl-div 22.1127, unsupervised training kl-div 21.8858), valid error 3.36% (168), time 2.09 
epoch 195, (supervised training loss (NLL) 73.1302, unsupervised training loss (NLL) 76.5776), (supervised training kl-div 22.1247, unsupervised training kl-div 21.9120), valid error 3.38% (169), time 1.92 
epoch 196, (supervised training loss (NLL) 73.0611, unsupervised training loss (NLL) 76.5994), (supervised training kl-div 22.1410, unsupervised training kl-div 21.9159), valid error 3.48% (174), time 2.09 
epoch 197, (supervised training loss (NLL) 73.0437, unsupervised training loss (NLL) 76.6228), (supervised training kl-div 22.1002, unsupervised training kl-div 21.8725), valid error 3.42% (171), time 1.88 
Done! best epoch 166, best valid error 3.28% (164.0), test error 4.03% (403), training time 372.54m
