epoch 0, training loss (NLL) 274.7916, training kl divergence 5.6225, valid error 206.2614, time 0.43  ***
epoch 281, training loss (NLL) 71.5757, training kl divergence 17.4961, valid error 72.8006, time 0.46 
epoch 282, training loss (NLL) 71.5662, training kl divergence 17.5013, valid error 72.7527, time 0.51 
epoch 283, training loss (NLL) 71.5265, training kl divergence 17.4978, valid error 72.7814, time 0.58 
epoch 284, training loss (NLL) 71.5299, training kl divergence 17.5050, valid error 72.7675, time 0.52 
epoch 285, training loss (NLL) 71.5062, training kl divergence 17.5121, valid error 72.7139, time 0.52  ***
epoch 286, training loss (NLL) 71.4885, training kl divergence 17.5113, valid error 72.8235, time 0.51 
epoch 287, training loss (NLL) 71.4636, training kl divergence 17.5104, valid error 72.6726, time 0.51  ***
epoch 288, training loss (NLL) 71.4663, training kl divergence 17.5096, valid error 72.6313, time 0.51  ***
epoch 289, training loss (NLL) 71.4252, training kl divergence 17.5192, valid error 72.6897, time 0.53 
epoch 290, training loss (NLL) 71.4256, training kl divergence 17.5138, valid error 72.6306, time 0.51  ***
epoch 291, training loss (NLL) 71.3924, training kl divergence 17.5163, valid error 72.6632, time 0.47 
epoch 292, training loss (NLL) 71.3823, training kl divergence 17.5111, valid error 72.6233, time 0.49  ***
epoch 293, training loss (NLL) 71.3809, training kl divergence 17.5143, valid error 72.6723, time 0.50 
epoch 294, training loss (NLL) 71.3410, training kl divergence 17.5270, valid error 72.6966, time 0.47 
epoch 295, training loss (NLL) 71.3569, training kl divergence 17.5135, valid error 72.5537, time 0.50  ***
epoch 296, training loss (NLL) 71.2968, training kl divergence 17.5162, valid error 72.5829, time 0.48 
epoch 297, training loss (NLL) 71.3190, training kl divergence 17.5154, valid error 72.6689, time 0.47 
epoch 298, training loss (NLL) 71.2863, training kl divergence 17.5180, valid error 72.6274, time 0.48 
epoch 299, training loss (NLL) 71.3026, training kl divergence 17.5235, valid error 72.5474, time 0.47  ***
epoch 300, training loss (NLL) 71.2744, training kl divergence 17.5269, valid error 72.5318, time 0.47  ***
epoch 301, training loss (NLL) 71.2508, training kl divergence 17.5211, valid error 72.5949, time 0.47 
epoch 302, training loss (NLL) 71.2365, training kl divergence 17.5258, valid error 72.5208, time 0.47  ***
epoch 303, training loss (NLL) 71.2336, training kl divergence 17.5335, valid error 72.6423, time 0.48 
epoch 304, training loss (NLL) 71.1769, training kl divergence 17.5314, valid error 72.3951, time 0.50  ***
epoch 305, training loss (NLL) 71.1964, training kl divergence 17.5273, valid error 72.4583, time 0.50 
epoch 306, training loss (NLL) 71.1903, training kl divergence 17.5371, valid error 72.3758, time 0.48  ***
epoch 307, training loss (NLL) 71.1560, training kl divergence 17.5392, valid error 72.4509, time 0.47 
epoch 308, training loss (NLL) 71.1758, training kl divergence 17.5530, valid error 72.4853, time 0.47 
epoch 309, training loss (NLL) 71.1461, training kl divergence 17.5529, valid error 72.3835, time 0.47 
epoch 310, training loss (NLL) 71.1158, training kl divergence 17.5542, valid error 72.4495, time 0.47 
epoch 311, training loss (NLL) 71.1151, training kl divergence 17.5417, valid error 72.4141, time 0.47 
epoch 312, training loss (NLL) 71.0975, training kl divergence 17.5542, valid error 72.3576, time 0.46  ***
epoch 313, training loss (NLL) 71.0857, training kl divergence 17.5420, valid error 72.4766, time 0.47 
epoch 314, training loss (NLL) 71.0658, training kl divergence 17.5527, valid error 72.3420, time 0.45  ***
epoch 315, training loss (NLL) 71.0472, training kl divergence 17.5516, valid error 72.3826, time 0.45 
epoch 316, training loss (NLL) 71.0496, training kl divergence 17.5518, valid error 72.3368, time 0.44  ***
epoch 317, training loss (NLL) 71.0212, training kl divergence 17.5568, valid error 72.3748, time 0.44 
epoch 318, training loss (NLL) 71.0098, training kl divergence 17.5554, valid error 72.3074, time 0.44  ***
epoch 319, training loss (NLL) 70.9820, training kl divergence 17.5433, valid error 72.3031, time 0.44  ***
epoch 320, training loss (NLL) 70.9822, training kl divergence 17.5618, valid error 72.3934, time 0.44 
epoch 321, training loss (NLL) 70.9705, training kl divergence 17.5575, valid error 72.2369, time 0.46  ***
epoch 322, training loss (NLL) 70.9693, training kl divergence 17.5577, valid error 72.2129, time 0.48  ***
epoch 323, training loss (NLL) 70.9347, training kl divergence 17.5608, valid error 72.2210, time 0.48 
epoch 324, training loss (NLL) 70.9261, training kl divergence 17.5591, valid error 72.2254, time 0.47 
epoch 325, training loss (NLL) 70.9337, training kl divergence 17.5728, valid error 72.4116, time 0.48 
epoch 326, training loss (NLL) 70.9117, training kl divergence 17.5798, valid error 72.1542, time 0.47  ***
epoch 327, training loss (NLL) 70.8954, training kl divergence 17.5673, valid error 72.3154, time 0.47 
epoch 328, training loss (NLL) 70.8641, training kl divergence 17.5711, valid error 72.2916, time 0.47 
epoch 329, training loss (NLL) 70.8777, training kl divergence 17.5875, valid error 72.1528, time 0.47  ***
epoch 330, training loss (NLL) 70.8519, training kl divergence 17.5718, valid error 72.1911, time 0.47 
epoch 331, training loss (NLL) 70.8151, training kl divergence 17.5680, valid error 72.2197, time 0.47 
epoch 332, training loss (NLL) 70.8443, training kl divergence 17.5792, valid error 72.2092, time 0.48 
epoch 333, training loss (NLL) 70.8017, training kl divergence 17.5701, valid error 72.2272, time 0.47 
epoch 334, training loss (NLL) 70.8192, training kl divergence 17.5739, valid error 72.2443, time 0.47 
epoch 335, training loss (NLL) 70.7912, training kl divergence 17.5833, valid error 72.0906, time 0.47  ***
epoch 336, training loss (NLL) 70.7703, training kl divergence 17.5753, valid error 72.2319, time 0.47 
epoch 337, training loss (NLL) 70.7599, training kl divergence 17.5843, valid error 72.1162, time 0.47 
epoch 338, training loss (NLL) 70.7882, training kl divergence 17.5796, valid error 72.0352, time 0.46  ***
epoch 339, training loss (NLL) 70.7374, training kl divergence 17.5835, valid error 72.0949, time 0.44 
epoch 340, training loss (NLL) 70.7188, training kl divergence 17.5865, valid error 72.1195, time 0.45 
epoch 341, training loss (NLL) 70.7106, training kl divergence 17.5796, valid error 72.1210, time 0.49 
epoch 342, training loss (NLL) 70.7198, training kl divergence 17.5673, valid error 72.0738, time 0.52 
epoch 343, training loss (NLL) 70.7190, training kl divergence 17.5856, valid error 72.1119, time 0.48 
epoch 344, training loss (NLL) 70.6848, training kl divergence 17.5953, valid error 72.0358, time 0.48 
epoch 345, training loss (NLL) 70.6738, training kl divergence 17.5909, valid error 72.0764, time 0.47 
epoch 346, training loss (NLL) 70.6801, training kl divergence 17.5986, valid error 71.9424, time 0.48  ***
epoch 347, training loss (NLL) 70.6446, training kl divergence 17.5925, valid error 72.0457, time 0.47 
epoch 348, training loss (NLL) 70.6258, training kl divergence 17.5925, valid error 71.9703, time 0.47 
epoch 349, training loss (NLL) 70.6335, training kl divergence 17.6095, valid error 72.0331, time 0.47 
epoch 350, training loss (NLL) 70.5899, training kl divergence 17.5939, valid error 72.0178, time 0.47 
epoch 351, training loss (NLL) 70.6265, training kl divergence 17.5893, valid error 71.9753, time 0.46 
epoch 352, training loss (NLL) 70.5825, training kl divergence 17.5985, valid error 71.9994, time 0.50 
epoch 353, training loss (NLL) 70.5850, training kl divergence 17.5889, valid error 71.9780, time 0.45 
epoch 354, training loss (NLL) 70.5795, training kl divergence 17.6047, valid error 71.8887, time 0.42  ***
epoch 355, training loss (NLL) 70.5764, training kl divergence 17.6196, valid error 71.9037, time 0.42 
epoch 356, training loss (NLL) 70.5246, training kl divergence 17.6183, valid error 71.9259, time 0.42 
epoch 357, training loss (NLL) 70.5252, training kl divergence 17.5937, valid error 71.8632, time 0.42  ***
epoch 358, training loss (NLL) 70.5111, training kl divergence 17.5918, valid error 71.8439, time 0.48  ***
epoch 359, training loss (NLL) 70.5067, training kl divergence 17.6047, valid error 71.9322, time 0.42 
epoch 360, training loss (NLL) 70.4992, training kl divergence 17.6083, valid error 71.8805, time 0.42 
epoch 361, training loss (NLL) 70.5002, training kl divergence 17.6034, valid error 71.8585, time 0.42 
epoch 362, training loss (NLL) 70.4898, training kl divergence 17.6137, valid error 71.8282, time 0.41  ***
epoch 363, training loss (NLL) 70.4704, training kl divergence 17.6066, valid error 71.7805, time 0.42  ***
epoch 364, training loss (NLL) 70.4532, training kl divergence 17.6112, valid error 71.8062, time 0.42 
epoch 365, training loss (NLL) 70.4365, training kl divergence 17.6141, valid error 71.8158, time 0.42 
epoch 366, training loss (NLL) 70.4185, training kl divergence 17.6077, valid error 71.8707, time 0.42 
epoch 367, training loss (NLL) 70.4276, training kl divergence 17.6010, valid error 71.8831, time 0.42 
epoch 368, training loss (NLL) 70.4238, training kl divergence 17.6208, valid error 71.8286, time 0.42 
epoch 369, training loss (NLL) 70.3872, training kl divergence 17.6124, valid error 71.8499, time 0.42 
epoch 370, training loss (NLL) 70.3705, training kl divergence 17.6079, valid error 71.7728, time 0.42  ***
epoch 371, training loss (NLL) 70.3844, training kl divergence 17.6147, valid error 71.8291, time 0.42 
epoch 372, training loss (NLL) 70.3728, training kl divergence 17.6059, valid error 71.8377, time 0.42 
epoch 373, training loss (NLL) 70.3871, training kl divergence 17.6167, valid error 71.7804, time 0.42 
epoch 374, training loss (NLL) 70.3425, training kl divergence 17.6043, valid error 71.7922, time 0.42 
epoch 375, training loss (NLL) 70.3409, training kl divergence 17.6206, valid error 71.6995, time 0.42  ***
epoch 376, training loss (NLL) 70.3248, training kl divergence 17.6292, valid error 71.7708, time 0.42 
epoch 377, training loss (NLL) 70.3365, training kl divergence 17.6151, valid error 71.7622, time 0.42 
epoch 378, training loss (NLL) 70.3232, training kl divergence 17.6057, valid error 71.6488, time 0.42  ***
epoch 379, training loss (NLL) 70.2934, training kl divergence 17.6257, valid error 71.7299, time 0.43 
epoch 380, training loss (NLL) 70.3004, training kl divergence 17.6224, valid error 71.7146, time 0.42 
epoch 381, training loss (NLL) 70.2885, training kl divergence 17.6186, valid error 71.6980, time 0.42 
epoch 382, training loss (NLL) 70.2649, training kl divergence 17.6240, valid error 71.6779, time 0.42 
epoch 383, training loss (NLL) 70.2730, training kl divergence 17.6244, valid error 71.6834, time 0.42 
epoch 384, training loss (NLL) 70.2297, training kl divergence 17.6302, valid error 71.6721, time 0.42 
epoch 385, training loss (NLL) 70.2483, training kl divergence 17.6279, valid error 71.6239, time 0.42  ***
epoch 386, training loss (NLL) 70.2275, training kl divergence 17.6241, valid error 71.6865, time 0.42 
epoch 387, training loss (NLL) 70.2119, training kl divergence 17.6132, valid error 71.7381, time 0.42 
epoch 388, training loss (NLL) 70.2132, training kl divergence 17.6192, valid error 71.6051, time 0.42  ***
epoch 389, training loss (NLL) 70.2039, training kl divergence 17.6190, valid error 71.5827, time 0.42  ***
epoch 390, training loss (NLL) 70.1998, training kl divergence 17.6275, valid error 71.6000, time 0.42 
epoch 391, training loss (NLL) 70.1850, training kl divergence 17.6360, valid error 71.7109, time 0.42 
epoch 392, training loss (NLL) 70.1813, training kl divergence 17.6223, valid error 71.6831, time 0.42 
epoch 393, training loss (NLL) 70.1520, training kl divergence 17.6332, valid error 71.6197, time 0.42 
epoch 394, training loss (NLL) 70.1622, training kl divergence 17.6386, valid error 71.6007, time 0.42 
epoch 395, training loss (NLL) 70.1371, training kl divergence 17.6314, valid error 71.6268, time 0.42 
epoch 396, training loss (NLL) 70.1427, training kl divergence 17.6330, valid error 71.7449, time 0.42 
epoch 397, training loss (NLL) 70.1324, training kl divergence 17.6417, valid error 71.5482, time 0.42  ***
epoch 398, training loss (NLL) 70.1169, training kl divergence 17.6318, valid error 71.6574, time 0.42 
epoch 399, training loss (NLL) 70.1112, training kl divergence 17.6400, valid error 71.5026, time 0.42  ***
epoch 400, training loss (NLL) 70.1126, training kl divergence 17.6344, valid error 71.5704, time 0.42 
epoch 401, training loss (NLL) 70.0865, training kl divergence 17.6340, valid error 71.6740, time 0.42 
epoch 402, training loss (NLL) 70.0718, training kl divergence 17.6427, valid error 71.5248, time 0.42 
epoch 403, training loss (NLL) 70.0691, training kl divergence 17.6208, valid error 71.5237, time 0.43 
epoch 404, training loss (NLL) 70.0452, training kl divergence 17.6350, valid error 71.5711, time 0.42 
epoch 405, training loss (NLL) 70.0373, training kl divergence 17.6294, valid error 71.4836, time 0.42  ***
epoch 406, training loss (NLL) 70.0476, training kl divergence 17.6375, valid error 71.5966, time 0.42 
epoch 407, training loss (NLL) 70.0388, training kl divergence 17.6284, valid error 71.4438, time 0.42  ***
epoch 408, training loss (NLL) 70.0325, training kl divergence 17.6429, valid error 71.5531, time 0.42 
epoch 409, training loss (NLL) 70.0031, training kl divergence 17.6321, valid error 71.5497, time 0.42 
epoch 410, training loss (NLL) 70.0276, training kl divergence 17.6366, valid error 71.4932, time 0.41 
epoch 411, training loss (NLL) 70.0167, training kl divergence 17.6500, valid error 71.4366, time 0.42  ***
epoch 412, training loss (NLL) 70.0001, training kl divergence 17.6422, valid error 71.5427, time 0.42 
epoch 413, training loss (NLL) 69.9811, training kl divergence 17.6343, valid error 71.5253, time 0.42 
epoch 414, training loss (NLL) 70.0001, training kl divergence 17.6377, valid error 71.6004, time 0.42 
epoch 415, training loss (NLL) 69.9549, training kl divergence 17.6403, valid error 71.4440, time 0.42 
epoch 416, training loss (NLL) 69.9548, training kl divergence 17.6445, valid error 71.5359, time 0.42 
epoch 417, training loss (NLL) 69.9371, training kl divergence 17.6389, valid error 71.4295, time 0.42  ***
epoch 418, training loss (NLL) 69.9495, training kl divergence 17.6340, valid error 71.5124, time 0.42 
epoch 419, training loss (NLL) 69.9244, training kl divergence 17.6373, valid error 71.4703, time 0.42 
epoch 420, training loss (NLL) 69.9220, training kl divergence 17.6452, valid error 71.3599, time 0.42  ***
epoch 421, training loss (NLL) 69.9120, training kl divergence 17.6580, valid error 71.3772, time 0.42 
epoch 422, training loss (NLL) 69.9030, training kl divergence 17.6367, valid error 71.4848, time 0.42 
epoch 423, training loss (NLL) 69.9079, training kl divergence 17.6405, valid error 71.4393, time 0.42 
epoch 424, training loss (NLL) 69.8920, training kl divergence 17.6393, valid error 71.4041, time 0.42 
epoch 425, training loss (NLL) 69.8705, training kl divergence 17.6420, valid error 71.4020, time 0.42 
epoch 426, training loss (NLL) 69.8553, training kl divergence 17.6372, valid error 71.3724, time 0.50 
epoch 427, training loss (NLL) 69.8655, training kl divergence 17.6448, valid error 71.3933, time 0.42 
epoch 428, training loss (NLL) 69.8463, training kl divergence 17.6415, valid error 71.3456, time 0.43  ***
epoch 429, training loss (NLL) 69.8488, training kl divergence 17.6499, valid error 71.3517, time 0.43 
epoch 430, training loss (NLL) 69.8591, training kl divergence 17.6632, valid error 71.2786, time 0.43  ***
epoch 431, training loss (NLL) 69.8425, training kl divergence 17.6475, valid error 71.3478, time 0.43 
epoch 432, training loss (NLL) 69.8042, training kl divergence 17.6461, valid error 71.4499, time 0.42 
epoch 433, training loss (NLL) 69.8071, training kl divergence 17.6478, valid error 71.3245, time 0.44 
epoch 434, training loss (NLL) 69.8010, training kl divergence 17.6520, valid error 71.3469, time 0.45 
epoch 435, training loss (NLL) 69.8063, training kl divergence 17.6478, valid error 71.3529, time 0.43 
epoch 436, training loss (NLL) 69.7935, training kl divergence 17.6526, valid error 71.3424, time 0.45 
epoch 437, training loss (NLL) 69.7859, training kl divergence 17.6439, valid error 71.3048, time 0.44 
epoch 438, training loss (NLL) 69.8020, training kl divergence 17.6511, valid error 71.2886, time 0.45 
epoch 439, training loss (NLL) 69.7712, training kl divergence 17.6539, valid error 71.2705, time 0.43  ***
epoch 440, training loss (NLL) 69.7639, training kl divergence 17.6555, valid error 71.2688, time 0.42  ***
epoch 441, training loss (NLL) 69.7324, training kl divergence 17.6483, valid error 71.2616, time 0.42  ***
epoch 442, training loss (NLL) 69.7372, training kl divergence 17.6573, valid error 71.2476, time 0.42  ***
epoch 443, training loss (NLL) 69.7318, training kl divergence 17.6387, valid error 71.3193, time 0.42 
epoch 444, training loss (NLL) 69.7373, training kl divergence 17.6542, valid error 71.2834, time 0.42 
epoch 445, training loss (NLL) 69.7231, training kl divergence 17.6573, valid error 71.2806, time 0.45 
epoch 446, training loss (NLL) 69.7088, training kl divergence 17.6495, valid error 71.3087, time 0.45 
epoch 447, training loss (NLL) 69.7396, training kl divergence 17.6553, valid error 71.2927, time 0.43 
epoch 448, training loss (NLL) 69.7003, training kl divergence 17.6680, valid error 71.1366, time 0.42  ***
epoch 449, training loss (NLL) 69.6805, training kl divergence 17.6590, valid error 71.2836, time 0.42 
epoch 450, training loss (NLL) 69.6854, training kl divergence 17.6610, valid error 71.2645, time 0.42 
epoch 451, training loss (NLL) 69.6784, training kl divergence 17.6685, valid error 71.2081, time 0.42 
epoch 452, training loss (NLL) 69.6509, training kl divergence 17.6656, valid error 71.2638, time 0.42 
epoch 453, training loss (NLL) 69.6581, training kl divergence 17.6606, valid error 71.1549, time 0.42 
epoch 454, training loss (NLL) 69.6517, training kl divergence 17.6758, valid error 71.2214, time 0.42 
epoch 455, training loss (NLL) 69.6516, training kl divergence 17.6643, valid error 71.1998, time 0.42 
epoch 456, training loss (NLL) 69.6288, training kl divergence 17.6656, valid error 71.1652, time 0.42 
epoch 457, training loss (NLL) 69.6294, training kl divergence 17.6555, valid error 71.1758, time 0.43 
epoch 458, training loss (NLL) 69.6090, training kl divergence 17.6469, valid error 71.1758, time 0.42 
epoch 459, training loss (NLL) 69.6508, training kl divergence 17.6620, valid error 71.1007, time 0.42  ***
epoch 460, training loss (NLL) 69.6222, training kl divergence 17.6708, valid error 71.1896, time 0.42 
epoch 461, training loss (NLL) 69.5977, training kl divergence 17.6728, valid error 71.1800, time 0.47 
epoch 462, training loss (NLL) 69.5930, training kl divergence 17.6543, valid error 71.1452, time 0.42 
epoch 463, training loss (NLL) 69.6007, training kl divergence 17.6660, valid error 71.0867, time 0.42  ***
epoch 464, training loss (NLL) 69.5775, training kl divergence 17.6620, valid error 71.1854, time 0.42 
epoch 465, training loss (NLL) 69.5846, training kl divergence 17.6638, valid error 71.1793, time 0.42 
epoch 466, training loss (NLL) 69.5502, training kl divergence 17.6607, valid error 71.1337, time 0.47 
epoch 467, training loss (NLL) 69.5669, training kl divergence 17.6715, valid error 71.0725, time 0.51  ***
epoch 468, training loss (NLL) 69.5554, training kl divergence 17.6755, valid error 71.0378, time 0.48  ***
epoch 469, training loss (NLL) 69.5509, training kl divergence 17.6598, valid error 71.1776, time 0.49 
epoch 470, training loss (NLL) 69.5360, training kl divergence 17.6674, valid error 71.1197, time 0.50 
epoch 471, training loss (NLL) 69.5343, training kl divergence 17.6607, valid error 71.0993, time 0.51 
epoch 472, training loss (NLL) 69.5218, training kl divergence 17.6677, valid error 71.1010, time 0.46 
epoch 473, training loss (NLL) 69.5093, training kl divergence 17.6517, valid error 71.0637, time 0.45 
epoch 474, training loss (NLL) 69.5021, training kl divergence 17.6768, valid error 71.0814, time 0.47 
epoch 475, training loss (NLL) 69.5044, training kl divergence 17.6614, valid error 71.0732, time 0.42 
epoch 476, training loss (NLL) 69.4980, training kl divergence 17.6749, valid error 71.0061, time 0.42  ***
epoch 477, training loss (NLL) 69.4866, training kl divergence 17.6642, valid error 71.0220, time 0.47 
epoch 478, training loss (NLL) 69.4575, training kl divergence 17.6637, valid error 71.0802, time 0.44 
epoch 479, training loss (NLL) 69.4781, training kl divergence 17.6694, valid error 71.0708, time 0.44 
epoch 480, training loss (NLL) 69.4820, training kl divergence 17.6736, valid error 71.0444, time 0.49 
epoch 481, training loss (NLL) 69.4709, training kl divergence 17.6674, valid error 71.0374, time 0.45 
epoch 482, training loss (NLL) 69.4586, training kl divergence 17.6791, valid error 71.0983, time 0.45 
epoch 483, training loss (NLL) 69.4148, training kl divergence 17.6653, valid error 71.0492, time 0.48 
epoch 484, training loss (NLL) 69.4828, training kl divergence 17.6725, valid error 70.9145, time 0.44  ***
epoch 485, training loss (NLL) 69.4410, training kl divergence 17.6801, valid error 70.9693, time 0.46 
epoch 486, training loss (NLL) 69.4434, training kl divergence 17.6873, valid error 71.0376, time 0.49 
epoch 487, training loss (NLL) 69.4232, training kl divergence 17.6730, valid error 71.0428, time 0.46 
epoch 488, training loss (NLL) 69.4133, training kl divergence 17.6739, valid error 71.0568, time 0.45 
epoch 489, training loss (NLL) 69.4153, training kl divergence 17.6641, valid error 70.9239, time 0.44 
epoch 490, training loss (NLL) 69.4187, training kl divergence 17.6894, valid error 71.0078, time 0.44 
epoch 491, training loss (NLL) 69.3886, training kl divergence 17.6684, valid error 71.0263, time 0.45 
epoch 492, training loss (NLL) 69.3894, training kl divergence 17.6814, valid error 71.0457, time 0.52 
epoch 493, training loss (NLL) 69.3720, training kl divergence 17.6696, valid error 70.8731, time 0.46  ***
epoch 494, training loss (NLL) 69.3732, training kl divergence 17.6680, valid error 71.0156, time 0.46 
epoch 495, training loss (NLL) 69.3755, training kl divergence 17.6686, valid error 70.9704, time 0.46 
epoch 496, training loss (NLL) 69.3842, training kl divergence 17.6774, valid error 71.0177, time 0.46 
epoch 497, training loss (NLL) 69.3500, training kl divergence 17.6725, valid error 71.0138, time 0.48 
epoch 498, training loss (NLL) 69.3593, training kl divergence 17.6745, valid error 70.9312, time 0.45 
epoch 499, training loss (NLL) 69.3487, training kl divergence 17.6806, valid error 70.9377, time 0.51 
Done! best epoch 493, best valid error 70.8731, test error 70.8277, training time 229.82m
