epoch 0, training loss (NLL) 212.5756, training kl divergence 0.2572, valid error 165.3083, time 0.40  ***
epoch 285, training loss (NLL) 54.3176, training kl divergence 0.4171, valid error 56.8991, time 0.40  ***
epoch 286, training loss (NLL) 54.3297, training kl divergence 0.4165, valid error 57.0392, time 0.41 
epoch 287, training loss (NLL) 54.3254, training kl divergence 0.4161, valid error 56.9185, time 0.40 
epoch 288, training loss (NLL) 54.2862, training kl divergence 0.4156, valid error 57.0017, time 0.41 
epoch 289, training loss (NLL) 54.2923, training kl divergence 0.4147, valid error 56.9091, time 0.41 
epoch 290, training loss (NLL) 54.3118, training kl divergence 0.4139, valid error 56.8993, time 0.40 
epoch 291, training loss (NLL) 54.2817, training kl divergence 0.4133, valid error 56.8610, time 0.42  ***
epoch 292, training loss (NLL) 54.2810, training kl divergence 0.4125, valid error 56.9048, time 0.44 
epoch 293, training loss (NLL) 54.2671, training kl divergence 0.4119, valid error 56.9237, time 0.42 
epoch 294, training loss (NLL) 54.2804, training kl divergence 0.4112, valid error 56.9078, time 0.41 
epoch 295, training loss (NLL) 54.2795, training kl divergence 0.4108, valid error 56.9244, time 0.41 
epoch 296, training loss (NLL) 54.2670, training kl divergence 0.4102, valid error 57.0017, time 0.40 
epoch 297, training loss (NLL) 54.2766, training kl divergence 0.4096, valid error 56.9475, time 0.41 
epoch 298, training loss (NLL) 54.2644, training kl divergence 0.4089, valid error 56.9447, time 0.40 
epoch 299, training loss (NLL) 54.2968, training kl divergence 0.4086, valid error 57.0417, time 0.41 
epoch 300, training loss (NLL) 54.3373, training kl divergence 0.4089, valid error 57.0119, time 0.40 
epoch 301, training loss (NLL) 54.4290, training kl divergence 0.4098, valid error 56.9867, time 0.40 
epoch 302, training loss (NLL) 54.4040, training kl divergence 0.4110, valid error 56.9882, time 0.41 
epoch 303, training loss (NLL) 54.4054, training kl divergence 0.4116, valid error 57.0012, time 0.40 
epoch 304, training loss (NLL) 54.4008, training kl divergence 0.4117, valid error 56.9578, time 0.40 
epoch 305, training loss (NLL) 54.4433, training kl divergence 0.4121, valid error 56.9328, time 0.41 
epoch 306, training loss (NLL) 54.4308, training kl divergence 0.4125, valid error 56.9660, time 0.42 
epoch 307, training loss (NLL) 54.4205, training kl divergence 0.4123, valid error 56.9826, time 0.41 
epoch 308, training loss (NLL) 54.4032, training kl divergence 0.4116, valid error 57.0366, time 0.41 
epoch 309, training loss (NLL) 54.4082, training kl divergence 0.4113, valid error 57.1773, time 0.41 
epoch 310, training loss (NLL) 54.3599, training kl divergence 0.4114, valid error 57.0439, time 0.41 
epoch 311, training loss (NLL) 54.2694, training kl divergence 0.4104, valid error 56.9395, time 0.43 
epoch 312, training loss (NLL) 54.1989, training kl divergence 0.4082, valid error 56.8668, time 0.40 
epoch 313, training loss (NLL) 54.1742, training kl divergence 0.4056, valid error 56.8467, time 0.39  ***
epoch 314, training loss (NLL) 54.1767, training kl divergence 0.4032, valid error 56.7817, time 0.40  ***
epoch 315, training loss (NLL) 54.1872, training kl divergence 0.4017, valid error 56.9216, time 0.39 
epoch 316, training loss (NLL) 54.1705, training kl divergence 0.4005, valid error 56.8459, time 0.39 
epoch 317, training loss (NLL) 54.1670, training kl divergence 0.3992, valid error 56.8147, time 0.41 
epoch 318, training loss (NLL) 54.1754, training kl divergence 0.3981, valid error 56.7815, time 0.42  ***
epoch 319, training loss (NLL) 54.1781, training kl divergence 0.3973, valid error 56.7858, time 0.42 
epoch 320, training loss (NLL) 54.1769, training kl divergence 0.3966, valid error 56.7835, time 0.40 
epoch 321, training loss (NLL) 54.1776, training kl divergence 0.3957, valid error 56.7558, time 0.42  ***
epoch 322, training loss (NLL) 54.1791, training kl divergence 0.3950, valid error 56.8379, time 0.39 
epoch 323, training loss (NLL) 54.1649, training kl divergence 0.3946, valid error 56.8168, time 0.41 
epoch 324, training loss (NLL) 54.1875, training kl divergence 0.3939, valid error 56.8524, time 0.41 
epoch 325, training loss (NLL) 54.1634, training kl divergence 0.3937, valid error 56.7832, time 0.41 
epoch 326, training loss (NLL) 54.1760, training kl divergence 0.3931, valid error 56.8720, time 0.40 
epoch 327, training loss (NLL) 54.1946, training kl divergence 0.3928, valid error 56.9100, time 0.40 
epoch 328, training loss (NLL) 54.2010, training kl divergence 0.3927, valid error 56.8471, time 0.40 
epoch 329, training loss (NLL) 54.1883, training kl divergence 0.3927, valid error 56.8290, time 0.41 
epoch 330, training loss (NLL) 54.2268, training kl divergence 0.3926, valid error 56.9670, time 0.40 
epoch 331, training loss (NLL) 54.2086, training kl divergence 0.3928, valid error 56.9697, time 0.39 
epoch 332, training loss (NLL) 54.2036, training kl divergence 0.3928, valid error 56.8596, time 0.40 
epoch 333, training loss (NLL) 54.1930, training kl divergence 0.3924, valid error 56.9748, time 0.39 
epoch 334, training loss (NLL) 54.2055, training kl divergence 0.3923, valid error 56.8753, time 0.41 
epoch 335, training loss (NLL) 54.1743, training kl divergence 0.3915, valid error 56.8914, time 0.40 
epoch 336, training loss (NLL) 54.1424, training kl divergence 0.3909, valid error 56.8194, time 0.41 
epoch 337, training loss (NLL) 54.1213, training kl divergence 0.3897, valid error 56.7999, time 0.40 
epoch 338, training loss (NLL) 54.1161, training kl divergence 0.3882, valid error 56.8423, time 0.40 
epoch 339, training loss (NLL) 54.1194, training kl divergence 0.3872, valid error 56.8619, time 0.40 
epoch 340, training loss (NLL) 54.1196, training kl divergence 0.3864, valid error 56.8090, time 0.40 
epoch 341, training loss (NLL) 54.1164, training kl divergence 0.3857, valid error 56.8215, time 0.40 
epoch 342, training loss (NLL) 54.0945, training kl divergence 0.3848, valid error 56.7792, time 0.40 
epoch 343, training loss (NLL) 54.1034, training kl divergence 0.3839, valid error 56.8396, time 0.40 
epoch 344, training loss (NLL) 54.1182, training kl divergence 0.3833, valid error 56.8084, time 0.40 
epoch 345, training loss (NLL) 54.1135, training kl divergence 0.3830, valid error 56.8252, time 0.40 
epoch 346, training loss (NLL) 54.0984, training kl divergence 0.3824, valid error 56.8143, time 0.40 
epoch 347, training loss (NLL) 54.1109, training kl divergence 0.3819, valid error 56.7644, time 0.40 
epoch 348, training loss (NLL) 54.1110, training kl divergence 0.3816, valid error 56.7779, time 0.40 
epoch 349, training loss (NLL) 54.1113, training kl divergence 0.3812, valid error 56.8598, time 0.42 
epoch 350, training loss (NLL) 54.1201, training kl divergence 0.3809, valid error 56.8402, time 0.40 
epoch 351, training loss (NLL) 54.0963, training kl divergence 0.3807, valid error 56.8172, time 0.40 
epoch 352, training loss (NLL) 54.1120, training kl divergence 0.3800, valid error 56.8561, time 0.40 
Done! best epoch 321, best valid error 56.7558, test error 56.4155, training time 149.25m
